suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2011,1,4,egsk,75000,0.000000e+00,25,ok
cec2011,1,4,egsk,90000,0.000000e+00,25,ok
cec2011,1,4,egsk,105000,0.000000e+00,25,ok
cec2011,1,4,egsk,120000,0.000000e+00,25,ok
cec2011,1,4,egsk,135000,0.000000e+00,25,ok
cec2011,1,4,egsk,150000,0.000000e+00,25,ok
cec2011,1,4,dt-gsk,1500,1.001540e+01,25,ok
cec2011,1,4,dt-gsk,3000,1.001540e+01,25,ok
cec2011,1,4,dt-gsk,4500,1.001540e+01,25,ok
cec2011,1,4,dt-gsk,7500,1.001540e+01,25,ok
cec2011,1,4,dt-gsk,15000,6.778784e+00,25,ok
cec2011,1,4,dt-gsk,30000,3.373036e+00,25,ok
cec2011,1,4,dt-gsk,45000,2.268686e+00,25,ok
cec2011,1,4,dt-gsk,60000,2.268686e+00,25,ok
cec2011,1,4,dt-gsk,75000,2.268686e+00,25,ok
cec2011,1,4,dt-gsk,90000,2.268686e+00,25,ok
cec2011,1,4,dt-gsk,105000,2.268686e+00,25,ok
cec2011,1,4,dt-gsk,120000,1.425574e+00,25,ok
cec2011,1,4,dt-gsk,135000,1.422007e+00,25,ok
cec2011,1,4,dt-gsk,150000,1.420289e+00,25,ok
cec2011,30,5,gsk,1500,-1.339547e+01,25,ok
cec2011,30,5,gsk,3000,-1.487057e+01,25,ok
cec2011,30,5,gsk,4500,-1.602336e+01,25,ok
cec2011,30,5,gsk,7500,-1.662734e+01,25,ok
cec2011,30,5,gsk,15000,-1.789129e+01,25,ok
cec2011,30,5,gsk,30000,-1.841938e+01,25,ok
cec2011,30,5,gsk,45000,-1.935601e+01,25,ok
cec2011,30,5,gsk,60000,-1.953618e+01,25,ok
cec2011,30,5,gsk,75000,-1.979315e+01,25,ok
cec2011,30,5,gsk,90000,-1.995514e+01,25,ok
cec2011,30,5,gsk,105000,-2.008913e+01,25,ok
cec2011,30,5,gsk,120000,-2.009905e+01,25,ok
cec2011,30,5,gsk,135000,-2.021913e+01,25,ok
cec2011,30,5,gsk,150000,-2.034774e+01,25,ok
cec2011,30,5,agsk,1500,-1.411369e+01,25,ok
cec2011,30,5,agsk,3000,-1.616935e+01,25,ok
cec2011,30,5,agsk,4500,-1.744170e+01,25,ok
cec2011,30,5,agsk,7500,-1.936262e+01,25,ok
cec2011,30,5,agsk,15000,-2.198424e+01,25,ok
cec2011,30,5,agsk,30000,-2.525831e+01,25,ok
cec2011,30,5,agsk,45000,-2.803212e+01,25,ok
cec2011,30,5,agsk,60000,-3.045350e+01,25,ok
cec2011,30,5,agsk,75000,-3.181976e+01,25,ok
cec2011,30,5,agsk,90000,-3.264042e+01,25,ok
cec2011,30,5,agsk,105000,-3.324153e+01,25,ok
cec2011,30,5,agsk,120000,-3.356389e+01,25,ok
cec2011,30,5,agsk,135000,-3.378028e+01,25,ok
cec2011,30,5,agsk,150000,-3.394689e+01,25,ok
cec2011,30,5,apgsk,1500,-1.384749e+01,25,ok
cec2011,30,5,apgsk,3000,-1.548020e+01,25,ok
cec2011,30,5,apgsk,4500,-1.691634e+01,25,ok
cec2011,30,5,apgsk,7500,-1.845957e+01,25,ok
cec2011,30,5,apgsk,15000,-2.141462e+01,25,ok
cec2011,30,5,apgsk,30000,-2.871205e+01,25,ok
cec2011,30,5,apgsk,45000,-3.097392e+01,25,ok
cec2011,30,5,apgsk,60000,-3.256354e+01,25,ok
cec2011,30,5,apgsk,75000,-3.316537e+01,25,ok
cec2011,30,5,apgsk,90000,-3.334475e+01,25,ok
cec2011,30,5,apgsk,105000,-3.386350e+01,25,ok
cec2011,30,5,apgsk,120000,-3.416582e+01,25,ok
cec2011,30,5,apgsk,135000,-3.442593e+01,25,ok
cec2011,30,5,apgsk,150000,-3.459514e+01,25,ok
cec2011,30,5,fdb-agsk,1500,-1.421027e+01,25,ok
cec2011,30,5,fdb-agsk,3000,-1.559913e+01,25,ok
cec2011,30,5,fdb-agsk,4500,-1.665058e+01,25,ok
cec2011,30,5,fdb-agsk,7500,-1.826187e+01,25,ok
cec2011,30,5,fdb-agsk,15000,-2.214725e+01,25,ok
cec2011,30,5,fdb-agsk,30000,-2.640158e+01,25,ok
cec2011,30,5,fdb-agsk,45000,-3.028632e+01,25,ok
cec2011,30,5,fdb-agsk,60000,-3.182419e+01,25,ok
