suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2017,10,5,egsk,1000,9.126786e+01,51,ok
cec2017,10,5,egsk,2000,6.539407e+01,51,ok
cec2017,10,5,egsk,3000,5.601612e+01,51,ok
cec2017,10,5,egsk,5000,4.773990e+01,51,ok
cec2017,10,5,egsk,10000,3.980425e+01,51,ok
cec2017,10,5,egsk,20000,3.285544e+01,51,ok
cec2017,10,5,egsk,30000,2.921843e+01,51,ok
cec2017,10,5,egsk,40000,2.719866e+01,51,ok
cec2017,10,5,egsk,50000,2.523515e+01,51,ok
cec2017,10,5,egsk,60000,2.344917e+01,51,ok
cec2017,10,5,egsk,70000,2.236702e+01,51,ok
cec2017,10,5,egsk,80000,5.986633e+00,51,ok
cec2017,10,5,egsk,90000,5.537927e+00,51,ok
cec2017,10,5,egsk,100000,4.816095e+00,51,ok
cec2017,10,5,dt-gsk,1000,7.449844e+01,51,ok
cec2017,10,5,dt-gsk,2000,5.661073e+01,51,ok
cec2017,10,5,dt-gsk,3000,4.782972e+01,51,ok
cec2017,10,5,dt-gsk,5000,3.835181e+01,51,ok
cec2017,10,5,dt-gsk,10000,2.097392e+01,51,ok
cec2017,10,5,dt-gsk,20000,8.487469e+00,51,ok
cec2017,10,5,dt-gsk,30000,5.419809e+00,51,ok
cec2017,10,5,dt-gsk,40000,4.351982e+00,51,ok
cec2017,10,5,dt-gsk,50000,3.592747e+00,51,ok
cec2017,10,5,dt-gsk,60000,3.209287e+00,51,ok
cec2017,10,5,dt-gsk,70000,2.947396e+00,51,ok
cec2017,10,5,dt-gsk,80000,2.878026e+00,51,ok
cec2017,10,5,dt-gsk,90000,2.851537e+00,51,ok
cec2017,10,5,dt-gsk,100000,2.829863e+00,51,ok
cec2017,10,6,gsk,1000,5.389006e+01,51,ok
cec2017,10,6,gsk,2000,3.424000e+01,51,ok
cec2017,10,6,gsk,3000,2.588228e+01,51,ok
cec2017,10,6,gsk,5000,1.345613e+01,51,ok
cec2017,10,6,gsk,10000,3.395843e+00,51,ok
cec2017,10,6,gsk,20000,1.679321e-01,51,ok
cec2017,10,6,gsk,30000,5.216057e-03,51,ok
cec2017,10,6,gsk,40000,2.004738e-04,51,ok
cec2017,10,6,gsk,50000,1.480864e-05,51,ok
cec2017,10,6,gsk,60000,8.168250e-07,51,ok
cec2017,10,6,gsk,70000,8.933688e-09,51,ok
cec2017,10,6,gsk,80000,0.000000e+00,51,ok
cec2017,10,6,gsk,90000,0.000000e+00,51,ok
cec2017,10,6,gsk,100000,0.000000e+00,51,ok
cec2017,10,6,agsk,1000,6.726814e+01,51,ok
cec2017,10,6,agsk,2000,5.896232e+01,51,ok
cec2017,10,6,agsk,3000,5.218484e+01,51,ok
cec2017,10,6,agsk,5000,4.340095e+01,51,ok
cec2017,10,6,agsk,10000,3.111944e+01,51,ok
cec2017,10,6,agsk,20000,1.652872e+01,51,ok
cec2017,10,6,agsk,30000,7.133425e+00,51,ok
cec2017,10,6,agsk,40000,2.809865e+00,51,ok
cec2017,10,6,agsk,50000,9.587861e-01,51,ok
cec2017,10,6,agsk,60000,2.168140e-01,51,ok
cec2017,10,6,agsk,70000,3.056263e-02,51,ok
cec2017,10,6,agsk,80000,1.347271e-03,51,ok
cec2017,10,6,agsk,90000,2.995609e-05,51,ok
cec2017,10,6,agsk,100000,7.351034e-06,51,ok
cec2017,10,6,apgsk,1000,6.978131e+01,51,ok
cec2017,10,6,apgsk,2000,5.919070e+01,51,ok
cec2017,10,6,apgsk,3000,5.291258e+01,51,ok
cec2017,10,6,apgsk,5000,4.460538e+01,51,ok
cec2017,10,6,apgsk,10000,3.250911e+01,51,ok
cec2017,10,6,apgsk,20000,1.602540e+01,51,ok
cec2017,10,6,apgsk,30000,1.047135e+01,51,ok
cec2017,10,6,apgsk,40000,7.839984e+00,51,ok
cec2017,10,6,apgsk,50000,6.062584e+00,51,ok
cec2017,10,6,apgsk,60000,1.568092e+00,51,ok
cec2017,10,6,apgsk,70000,1.330449e-01,51,ok
cec2017,10,6,apgsk,80000,4.374140e-03,51,ok
cec2017,10,6,apgsk,90000,4.622257e-05,51,ok
cec2017,10,6,apgsk,100000,1.779922e-05,51,ok
cec2017,10,6,fdb-agsk,1000,6.912097e+01,51,ok
cec2017,10,6,fdb-agsk,2000,5.889026e+01,51,ok
cec2017,10,6,fdb-agsk,3000,5.165388e+01,51,ok
cec2017,10,6,fdb-agsk,5000,4.226142e+01,51,ok
cec2017,10,6,fdb-agsk,10000,2.847479e+01,51,ok
cec2017,10,6,fdb-agsk,20000,1.344060e+01,51,ok
cec2017,10,6,fdb-agsk,30000,5.550323e+00,51,ok
cec2017,10,6,fdb-agsk,40000,1.898268e+00,51,ok
cec2017,10,6,fdb-agsk,50000,5.956603e-01,51,ok
cec2017,10,6,fdb-agsk,60000,1.330062e-01,51,ok
cec2017,10,6,fdb-agsk,70000,1.525184e-02,51,ok
cec2017,10,6,fdb-agsk,80000,4.637117e-04,51,ok
cec2017,10,6,fdb-agsk,90000,3.157674e-05,51,ok
cec2017,10,6,fdb-agsk,100000,2.138698e-05,51,ok
cec2017,10,6,atmals-gsk,1000,4.282166e+01,51,ok
